"","ind_70_final","ind_80","occ_70_final","occ_80"
"58240",537,521,372,313
"94051",777,762,915,435
"126464",937,910,961,417
"81343",609,591,310,276
"90815",757,751,473,505
"53994",467,460,430,575
"73776",667,632,705,805
"78266",669,641,283,276
"20114",168,300,522,585
"6923",68,60,522,585
"13526",107,230,761,496
"71152",648,621,623,885
"1064",17,11,801,473
"126085",937,910,961,417
"13530",107,230,761,496
"160",17,11,801,473
"95962",787,772,944,458
"5134",49,42,424,849
"70171",639,612,473,505
"61571",608,581,283,268
"79886",687,660,283,274
"45551",379,211,441,633
"80934",697,682,506,677
"72259",657,630,283,264
"123766",917,901,473,505
"45830",379,210,902,453
"48364",408,401,704,465
"105731",848,840,80,203
"59246",557,511,602,785
"10354",69,60,245,19
"68277",527,550,3,229
"57162",527,550,282,259
"24593",207,341,610,888
"14920",118,242,461,637
"22481",189,322,245,19
"58620",539,530,282,259
"50017",417,410,753,883
"578",17,11,822,479
"110387",857,842,142,156
"42952",339,172,530,734
"82887",707,700,202,19
"3507",17,11,801,473
"1314",17,11,801,473
"31054",419,420,441,633
"85464",717,711,372,313
"25110",207,341,610,796
"60160",569,502,785,889
"12638",77,60,715,804
"123092",917,932,222,5
"1243",17,10,801,473
"71684",648,621,305,337
"98334",809,802,915,435
"58724",208,342,690,777
"102990",838,831,75,95
"12886",77,60,415,567
"6462",67,60,415,567
"59846",289,120,282,259
"46598",389,221,381,365
"122968",917,932,690,777
"76724",669,641,230,19
"57004",527,550,282,259
"10638",69,60,233,13
"75417",669,641,230,19
"54108",467,460,430,575
"66843",628,601,762,877
"34934",287,111,441,633
"49651",417,410,715,804
"92896",769,761,984,407
"50791",418,411,374,364
"46394",387,212,690,777
"61940",608,581,785,889
"59201",557,511,282,259
"50507",417,410,753,883
"119627",888,882,372,313
"119006",888,882,605,866
"72028",649,590,245,243
"106786",857,842,144,157
"12518",69,60,510,579
"38501",319,151,323,363
"58275",537,521,325,335
"116272",859,852,330,329
"1139",17,10,801,473
"72370",657,630,245,9
"106912",857,842,372,313
"63397",587,532,245,19
"48990",409,402,714,809
"7359",67,60,245,558
"4137",18,11,822,479
"9787",67,60,415,567
"4912",48,41,640,859
"17486",147,291,785,889
"97725",807,800,245,19
"52380",448,441,260,256
"75719",669,641,915,435
"61343",607,580,360,338
"102191",838,831,370,313
"88205",728,722,312,303
"48338",408,401,703,808
"35405",289,120,364,319
"50692",417,410,473,507
"64972",219,351,441,633
"64328",609,591,643,888
"86892",709,710,902,449
"102127",838,831,912,433
"19504",167,291,561,634
"67084",628,601,245,243
"88032",728,722,903,453
"95816",779,771,611,747
"25911",208,371,681,777
"109611",857,842,142,156
"113154",857,842,903,453
"71796",648,621,623,885
"3316",17,11,801,473
"94174",669,641,915,435
"76502",669,641,915,435
"125810",937,910,964,418
"121766",917,932,153,213
"90838",757,751,473,505
"72777",657,630,283,264
"19746",168,300,690,723
"96056",787,772,944,458
"86214",717,711,1,23
"70824",648,621,623,885
"3251",17,11,822,479
"24040",207,341,343,308
"115170",858,850,140,154
"113595",858,850,372,313
"93661",69,60,510,579
"32128",258,292,392,368
"72960",697,682,381,365
"46911",397,222,690,777
"107088",857,842,144,157
"79353",677,642,64,96
"37492",317,142,672,738
"18914",158,282,680,783
"117475",787,772,944,458
"125615",937,910,964,418
"57769",528,551,751,869
"124086",927,931,321,376
"13768",107,230,761,496
"107218",857,842,32,164
"78638",677,642,64,96
"51809",427,421,376,314
"93383",769,761,984,407
"72271",657,630,245,243
"115054",858,850,755,486
"61831",608,581,245,243
"97636",638,611,285,274
"76960",669,641,915,435
"70088",639,612,764,887
"59975",568,540,245,243
"95171",779,771,395,379
"60658",587,562,602,785
"23184",197,331,245,19
"46713",389,221,694,785
"110883",857,842,372,313
"73714",667,632,425,185
"10427",69,60,321,216
"14078",108,231,450,496
"112202",857,842,305,337
"62583",609,591,283,274
"58726",539,530,360,338
"49495",417,410,715,804
"97224",398,392,690,787
"53354",448,441,552,529
"126042",937,910,391,315
"49289",417,410,715,804
"69527",639,612,284,263
"71321",648,621,245,243
"68821",287,111,705,806
"92033",769,761,982,405
"98984",828,812,65,84
"79760",687,660,283,274
"98799",828,812,65,84
"86112",717,711,391,315
"97187",797,790,613,666
"95799",779,771,630,748
"50644",417,410,391,315
"45134",369,192,281,259
"86298",717,711,326,375
"61053",607,580,441,863
"85376",717,711,265,253
"42817",339,172,405,679
"112167",857,842,142,156
"57258",527,550,245,19
"59815",567,560,705,805
"19595",167,291,360,338
"85693",717,711,375,386
"123789",917,932,932,427
"110150",857,842,330,329
"80647",697,682,283,259
"107183",857,842,142,156
"62455",609,591,245,243
"82347",707,700,375,386
"97198",798,791,211,18
"35042",287,111,602,785
"31081",229,361,441,633
"5161",49,42,640,633
"15779",127,251,785,889
"65183",619,671,264,277
"51737",427,421,6,44
"61481",607,521,680,783
"18194",149,280,305,337
"61370",607,580,560,565
"69436",639,612,903,453
"18373",149,280,690,717
"99932",838,831,56,27
"2531",17,10,801,473
"4719",47,40,780,889
"29529",227,352,6,44
"3797",17,10,822,479
"46544",389,221,664,745
"52244",447,440,193,198
"67419",628,601,231,13
"58361",539,530,705,806
"97399",798,791,372,313
"66713",628,601,310,276
"23418",197,331,643,888
"63863",609,591,485,523
"8878",68,60,452,35
"46795",389,221,664,745
"46693",389,221,364,319
"88388",858,850,162,216
"31901",248,380,13,56
"95919",779,771,630,748
"55546",478,471,392,368
"90464",757,751,472,514
"107577",857,842,372,313
"8956",68,60,715,804
"37233",317,142,374,364
"72241",657,630,283,264
"2377",17,10,822,479
"9817",69,60,534,595
"7626",68,60,421,588
"1278",17,11,801,473
"9946",69,60,410,563
"86833",718,712,270,254
"109842",857,842,142,156
"14579",109,241,902,453
"5198",49,42,14,58
"49156",417,410,715,804
"85731",717,711,265,253
"67300",628,601,245,243
"52645",448,441,554,527
"23789",197,331,281,259
"91842",769,761,984,407
"74242",668,640,613,666
"37193",317,142,483,518
"14960",118,242,454,634
"3645",17,11,801,473
"66251",628,601,310,276
"107819",857,842,522,585
"97144",797,790,613,666
"122976",917,901,372,313
"114258",858,850,174,163
"10139",69,60,415,567
"6340",67,60,441,558
"38367",319,151,245,19
"9337",69,60,481,543
"94410",777,762,245,19
"63652",609,591,283,274
"63473",609,591,283,264
"91173",758,752,482,526
"92890",769,761,984,407
"42085",338,171,266,278
"40951",337,162,785,889
"96844",788,780,935,457
"74757",669,641,910,434
"16664",139,270,424,849
"119049",888,882,2,43
"44379",358,182,391,315
"61995",657,630,310,303
"15037",118,242,245,19
"97182",798,791,933,469
"4607",28,31,705,806
"83403",708,702,372,313
"58872",539,530,391,315
"93759",769,761,980,406
"26621",208,342,372,313
"37520",317,142,663,744
"64068",609,591,245,243
"39883",327,152,612,769
"53061",448,441,552,529
"99774",829,820,921,445
"69291",639,612,284,263
"118533",887,881,312,303
"123023",917,930,25,79
"116604",867,922,230,19
"237",17,11,801,473
"72513",657,630,613,666
"48390",408,401,325,335
"12076",69,60,245,19
"119913",897,891,12,55
"28332",219,351,441,633
"17834",147,271,305,337
"103844",838,840,65,84
"97633",807,800,185,186
"20424",169,301,665,784
"92005",769,761,984,407
"59009",539,530,481,516
"13785",107,230,761,496
"118654",888,882,23,59
"40346",328,160,281,259
"86089",717,711,375,343
"26485",208,342,652,637
"46073",387,212,690,777
"45867",379,211,690,719
"70465",647,620,715,804
"70549",647,620,245,19
"96749",787,772,944,458
"73728",667,632,305,337
"71512",648,621,623,885
"70592",647,620,305,337
"83164",707,700,210,316
"86171",717,711,375,386
"55339",477,470,770,889
"3325",17,11,822,479
"81817",707,700,394,389
"3036",17,10,801,473
"57619",527,550,705,805
"110212",857,842,75,95
"36474",308,140,674,749
"3922",587,561,770,889
"58664",539,530,282,259
"105588",848,922,183,185
"35813",297,121,690,777
"50661",417,410,452,796
"72684",657,630,283,264
"45931",379,211,481,518
"116422",867,860,145,159
"86702",718,712,270,254
"99125",828,812,65,84
"117934",878,871,245,174
"116932",877,880,903,453
"3607",17,10,822,488
"77766",669,641,230,19
"112320",857,842,903,453
"79984",688,672,715,804
"94634",777,762,916,444
"57080",527,550,282,259
"67802",628,601,631,686
"81214",698,691,245,243
"4463",27,30,780,495
"41063",337,162,610,796
"59069",539,530,245,243
"2522",17,10,801,473
"48152",407,400,455,824
"56264",508,541,220,19
"85583",717,711,372,313
"61964",609,591,283,274
"77759",669,641,912,433
"25602",208,342,690,777
"35559",289,120,233,13
"48935",409,402,714,809
"38181",319,151,995,744
"10735",69,60,512,583
"40495",328,160,23,59
"72626",657,630,283,285
"119720",897,891,55,65
"69956",639,612,473,505
"61386",607,580,245,243
"43710",347,192,305,337
"80288",697,682,283,274
"49889",417,410,715,804
"38494",319,151,611,747
"97478",798,791,191,189
"64475",609,591,944,458
"20593",177,310,694,766
"73056",657,630,283,264
"94834",778,770,942,468
"87770",727,721,202,19
"79012",677,642,911,443
"78669",677,642,903,453
"122150",917,932,471,508
"22553",197,331,692,709
"87449",718,712,372,313
"80422",697,682,332,357
"96566",787,772,944,458
"462",17,10,801,473
"89915",748,742,694,799
"111635",857,842,142,156
"44251",357,181,4,64
"29939",227,352,692,777
"22258",189,322,281,259
"1646",17,11,801,473
"106713",857,842,144,157
"10995",69,60,522,557
"52683",448,441,552,503
"124603",927,910,925,447
"125829",937,910,391,315
"69434",639,612,245,269
"7955",68,60,441,558
"55329",477,470,522,585
"35712",297,121,441,633
"29085",219,351,245,19
"59634",559,531,245,243
"106127",849,841,31,178
"125116",937,910,962,426
"11437",69,60,751,869
"18022",148,272,690,769
"68363",628,601,310,276
"103363",838,831,902,449
"19871",168,300,680,783
"64813",617,592,395,379
"984",17,10,801,473
"3434",17,10,801,473
"60122",569,502,305,337
"50155",417,410,715,804
"26028",208,342,372,313
"58033",529,512,282,269
"79131",677,642,64,96
"71899",648,621,623,885
"12682",67,60,751,869
"41943",338,171,266,278
"64281",609,591,283,274
"67879",628,601,762,877
"21025",179,312,225,33
"10793",69,60,430,575
"124530",927,910,180,199
"79913",688,672,245,243
"39930",327,152,245,19
"47062",509,542,374,364
"15812",127,251,381,365
"104739",839,832,902,449
"88007",728,722,902,449
"111788",857,842,142,156
"121597",917,932,225,9
"46398",348,180,394,379
"122616",917,930,391,315
"114649",858,850,124,138
"97167",797,790,613,666
"68666",637,610,402,687
"105742",848,731,926,207
"120314",907,412,361,354
"569",17,10,801,473
"92921",769,761,984,407
"74561",669,641,230,19
"69352",639,612,231,13
"67971",628,601,245,243
"37287",317,142,672,738
"42650",339,172,372,313
"64456",609,591,375,328
"90731",757,751,472,514
"65520",609,591,283,274
"122420",917,922,320,316
"72549",657,630,231,13
"75395",669,641,310,276
"119780",897,892,190,188
"449",17,11,801,473
"96703",787,772,944,458
"51049",419,420,481,518
"113619",858,850,111,127
"8425",68,60,751,869
"2984",17,11,801,473
"66468",628,601,283,276
"52386",448,441,394,389
"55448",478,471,715,804
"110053",857,842,142,156
"3650",17,10,801,473
"21571",187,320,602,785
"96333",787,772,944,458
"106516",849,841,31,178
"86348",717,711,372,313
"86212",717,711,395,379
"54760",468,462,332,356
"26337",208,342,680,783
"122500",917,932,222,5
"32467",258,362,485,523
"37291",317,142,672,738
"121479",917,922,321,376
"49886",417,410,715,804
"55713",479,470,715,804
"98953",828,812,922,446
"84694",717,711,305,337
"11946",68,60,245,19
"78291",669,641,912,436
"36086",299,130,481,518
"47969",407,400,785,889
"35892",297,112,154,214
"102917",838,831,902,449
"32579",259,391,690,754
"20105",168,300,753,883
"23211",197,331,225,33
"84662",717,711,245,19
"122246",917,921,222,5
"28188",219,351,454,715
"39260",319,151,441,633
"10701",69,60,430,575
"60489",587,501,282,259
"107014",857,842,142,156
"100321",838,831,925,447
"14900",118,242,694,779
"50021",417,410,715,804
"41249",338,171,372,313
"71165",648,621,473,505
"72077",649,622,284,263
"91525",759,760,492,509
"32478",258,362,706,856
"91684",769,761,980,406
"11545",69,60,280,259
"84816",717,711,265,253
"98338",809,802,180,159
"101345",838,831,916,444
"105204",839,832,913,444
"91991",769,761,984,407
"104167",838,831,212,15
"9985",69,60,470,534
"54945",468,462,473,505
"107515",857,842,912,436
"13302",77,60,502,544
"47680",407,400,713,825
"75294",669,641,912,436
"73328",658,631,310,276
"39019",319,151,610,796
"21355",187,320,651,644
"88784",738,732,245,19
"80598",697,682,283,274
"104584",839,832,913,444
"41718",338,171,184,195
"97193",797,790,613,666
"6995",67,60,441,558
"50118",417,410,441,633
"98465",809,802,915,435
"75286",669,641,914,438
"69142",639,612,473,505
"77538",669,641,912,437
"49933",417,410,705,805
"97843",807,800,372,313
"43470",347,192,481,518
"54378",468,462,703,808
"91225",758,752,305,337
"123322",907,412,332,356
"12748",77,60,751,869
"81733",707,702,345,385
"17564",147,271,653,708
"114944",858,850,372,313
"79200",677,642,283,274
"76909",669,641,915,435
"57735",528,551,740,487
"99638",829,820,305,337
"48681",408,401,703,808
"91477",759,752,484,538
"62401",609,591,381,365
"8314",148,272,522,585
"33637",268,100,633,686
"101434",838,831,923,95
"92131",769,761,755,486
"118907",158,282,360,338
"26614",208,342,694,785
"121515",917,932,225,33
"81036",697,630,283,274
"78187",669,641,910,434
"34655",278,102,245,19
"7474",68,60,376,314
"57958",529,512,364,319
"21119",179,312,706,856
"121983",917,921,222,25
"33226",259,390,374,364
"43322",339,172,344,345
"25759",209,350,22,258
"121646",917,932,485,523
"97739",807,800,505,773
"68178",628,601,631,686
"6487",67,60,245,558
"107284",857,842,310,276
"84369",717,711,391,315
"37950",319,151,663,744
"39981",327,152,663,744
"8804",68,60,436,853
"114898",858,850,330,329
"80701",618,670,245,243
"48465",408,401,703,808
"108158",857,842,144,157
"99526",829,820,921,445
"30254",227,352,395,379
"4737",47,40,220,19
"83155",707,700,202,7
"120870",907,412,222,5
"15068",118,242,663,744
"70576",647,620,245,269
"108735",857,842,995,999
"67259",628,601,283,274
"105998",849,841,31,178
"118512",398,392,395,379
"79541",279,110,283,274
"1386",17,10,801,473
"92619",769,761,980,406
"115128",858,850,111,127
"6912",67,60,415,567
"84339",528,551,220,19
"126896",937,921,375,386
"121799",278,102,610,796
"8006",68,60,903,453
"63761",609,591,283,264
"119089",888,882,152,217
"22337",189,322,225,33
"7743",68,60,441,558
"121313",917,921,345,385
"45031",369,192,502,544
"118122",887,881,223,19
"118336",887,881,903,453
"43922",348,180,245,19
"89081",739,740,4,64
"119873",897,891,23,59
"35362",289,120,391,315
"96931",788,780,935,457
"83444",708,702,372,313
"24547",207,341,184,195
"26781",208,342,680,783
"8666",68,60,751,599
"75247",669,641,916,444
"93995",777,762,245,19
"34919",287,111,764,887
"59278",557,511,282,259
"118626",729,730,10,48
"28687",219,351,381,307
"39535",319,151,611,747
"11702",69,60,510,579
"33640",268,100,391,315
"114824",857,842,144,157
"20640",177,310,762,363
"115808",858,850,45,73
"70674",648,621,473,505
"82469",707,700,301,383
"100266",838,831,75,95
"118883",888,882,245,19
"121441",917,932,372,313
"99108",828,812,65,84
"67218",628,601,310,276
"56694",527,550,705,806
"101812",838,831,925,447
"38836",319,151,663,744
"54121",467,460,545,696
"7956",68,60,412,855
"7299",67,60,415,567
"74465",669,641,305,337
"1890",17,11,801,473
"70605",647,620,283,263
"35626",289,120,1,23
"68330",628,601,245,243
"98152",809,802,381,365
"112588",857,842,912,433
"53684",448,441,12,55
"52849",448,441,1,23
"88167",69,60,372,313
"56813",527,550,374,364
"38427",319,151,514,676
"68053",628,601,631,686
"63836",609,591,321,376
"47912",407,400,785,889
"118101",887,881,372,313
"20663",179,312,643,888
"60893",567,560,762,889
"34990",287,111,715,804
"95218",779,771,630,748
"68083",628,601,245,243
"92747",769,761,984,407
"117876",878,871,100,174
"58643",539,530,220,19
"68529",527,550,441,803
"7716",68,60,436,844
"18164",149,280,36,67
"73584",667,632,715,804
"64924",618,670,305,337
"84867",717,711,305,337
"76299",669,641,916,444
"63903",609,591,283,274
"83752",709,710,271,255
"31485",239,371,281,259
"48984",409,402,714,809
"107992",857,842,230,19
"90832",757,751,473,505
"47480",407,400,456,824
"22889",197,331,461,637
"83249",708,702,202,25
"29479",227,352,55,65
